Region,Office,Reveue,Segment
20.0,22.0,65980.1,2
20.0,22.0,3758.8,0
20.0,22.0,71511.8,2
20.0,22.0,51522.1,2
20.0,22.0,96298.9,3
20.0,22.0,84775.4,3
20.0,22.0,91307.9,3
20.0,22.0,37571.1,1
20.0,22.0,63559.6,2
20.0,22.0,3958.0,0
20.0,22.0,55596.0,2
20.0,22.0,47921.9,1
20.0,22.0,19940.6,0
20.0,22.0,15787.4,0
20.0,22.0,85171.9,3
20.0,22.0,6472.9,0
20.0,22.0,17531.2,0
20.0,22.0,92966.7,3
20.0,22.0,41382.2,1
20.0,22.0,54686.2,2
20.0,22.0,95877.7,3
20.0,22.0,56717.0,2
20.0,22.0,56174.1,2
20.0,22.0,35910.9,1
20.0,22.0,36183.0,1
20.0,22.0,87259.7,3
20.0,22.0,20813.5,0
20.0,22.0,44977.9,1
20.0,22.0,18155.7,0
20.0,22.0,59366.3,2
20.0,22.0,78745.6,3
20.0,22.0,13127.7,0
20.0,22.0,7315.3,0
20.0,22.0,41125.5,1
20.0,22.0,35449.6,1
20.0,22.0,21422.6,0
20.0,22.0,52809.6,2
20.0,22.0,53039.7,2
20.0,22.0,47015.6,1
20.0,22.0,96125.5,3
20.0,22.0,27854.0,1
20.0,22.0,35460.8,1
20.0,22.0,58359.3,2
20.0,22.0,18738.0,0
20.0,22.0,89779.5,3
20.0,22.0,78387.0,3
20.0,22.0,90345.6,3
20.0,22.0,2874.0,0
20.0,22.0,43880.9,1
20.0,22.0,95582.2,3
20.0,22.0,63402.3,2
20.0,22.0,86365.4,3
20.0,22.0,69285.2,2
20.0,22.0,33378.5,1
20.0,22.0,57506.0,2
20.0,22.0,62038.3,2
20.0,22.0,90963.7,3
20.0,22.0,76880.8,3
20.0,22.0,8821.5,0
20.0,22.0,96195.6,3
20.0,22.0,33902.4,1
20.0,22.0,66283.2,2
20.0,22.0,60441.5,2
20.0,22.0,14995.5,0
20.0,22.0,59219.7,2
20.0,22.0,79400.0,3
20.0,22.0,96415.8,3
20.0,22.0,19232.2,0
20.0,22.0,1968.8,0
20.0,22.0,58752.2,2
20.0,22.0,8895.9,0
20.0,22.0,54121.8,2
20.0,22.0,66614.9,2
20.0,22.0,40846.3,1
20.0,22.0,97607.2,3
20.0,22.0,7646.3,0
20.0,22.0,94838.4,3
20.0,22.0,28563.4,1
20.0,22.0,99773.6,3
20.0,22.0,99819.3,3
20.0,22.0,3379.8,0
20.0,22.0,10986.7,0
20.0,22.0,17486.6,0
20.0,22.0,48986.6,1
20.0,22.0,82100.2,3
20.0,22.0,12003.7,0
20.0,22.0,55799.3,2
20.0,22.0,86154.8,3
20.0,22.0,4670.7,0
20.0,22.0,22496.4,0
20.0,22.0,3857.2,0
20.0,22.0,89871.4,3
20.0,22.0,69254.7,2
20.0,22.0,19390.6,0
20.0,22.0,98295.1,3
20.0,22.0,90437.2,3
20.0,22.0,82820.1,3
20.0,22.0,33078.6,1
20.0,22.0,4913.5,0
20.0,22.0,67401.0,2
20.0,22.0,98976.0,3
20.0,22.0,4069.0,0
20.0,22.0,8662.8,0
20.0,22.0,71746.0,2
20.0,22.0,88880.6,3
20.0,22.0,78247.8,3
20.0,22.0,32791.5,1
20.0,22.0,18028.2,0
20.0,22.0,85805.9,3
20.0,22.0,82983.6,3
20.0,22.0,61344.6,2
20.0,22.0,52823.3,2
20.0,22.0,29945.6,1
20.0,22.0,74336.0,2
20.0,22.0,93941.8,3
20.0,22.0,96108.5,3
20.0,22.0,56451.6,2
20.0,22.0,36855.0,1
20.0,22.0,63540.5,2
20.0,22.0,93574.6,3
20.0,22.0,35578.8,1
20.0,22.0,40981.0,1
20.0,22.0,5089.0,0
20.0,22.0,5000.1,0
20.0,22.0,26014.4,1
20.0,22.0,95240.1,3
20.0,22.0,97756.1,3
20.0,22.0,14004.9,0
20.0,22.0,1667.1,0
20.0,22.0,92228.0,3
20.0,22.0,62562.1,2
20.0,22.0,29703.6,1
20.0,22.0,92530.7,3
20.0,22.0,19500.2,0
20.0,22.0,2848.5,0
20.0,22.0,71464.7,2
20.0,22.0,97551.8,3
20.0,22.0,61033.2,2
20.0,22.0,75127.1,3
20.0,22.0,49708.0,1
20.0,22.0,79950.9,3
20.0,22.0,52739.0,2
20.0,22.0,76804.2,3
20.0,22.0,54730.4,2
20.0,22.0,83050.1,3
20.0,22.0,19857.4,0
20.0,22.0,50859.2,2
20.0,22.0,40203.9,1
20.0,22.0,87446.2,3
20.0,22.0,97012.7,3
20.0,22.0,78365.5,3
20.0,22.0,38823.2,1
20.0,22.0,40505.7,1
20.0,22.0,31669.0,1
20.0,22.0,14664.3,0
20.0,22.0,95044.7,3
20.0,22.0,99520.0,3
20.0,22.0,68764.6,2
20.0,22.0,82626.4,3
20.0,22.0,70674.7,2
20.0,22.0,42263.4,1
20.0,22.0,53790.8,2
20.0,22.0,33612.3,1
20.0,22.0,64275.1,2
20.0,22.0,72034.8,2
20.0,22.0,10236.4,0
20.0,22.0,27689.3,1
20.0,22.0,72740.2,2
20.0,22.0,94659.6,3
20.0,22.0,17761.9,0
20.0,22.0,81119.6,3
20.0,22.0,94213.2,3
20.0,22.0,51119.6,2
20.0,22.0,96437.9,3
20.0,22.0,70827.1,2
20.0,22.0,41534.4,1
20.0,22.0,76940.4,3
20.0,22.0,9394.3,0
20.0,22.0,39890.6,1
20.0,22.0,13918.0,0
20.0,22.0,58205.6,2
20.0,22.0,9696.9,0
20.0,22.0,52690.7,2
20.0,22.0,2794.1,0
20.0,22.0,23032.1,0
20.0,22.0,20242.4,0
20.0,22.0,17802.4,0
20.0,22.0,24387.6,0
20.0,22.0,12920.0,0
20.0,22.0,45263.9,1
20.0,22.0,79136.4,3
20.0,22.0,59866.3,2
20.0,22.0,49132.6,1
20.0,22.0,11436.7,0
20.0,22.0,41584.0,1
20.0,22.0,13517.5,0
20.0,22.0,21540.9,0
20.0,22.0,82189.7,3
20.0,22.0,15514.8,0
20.0,22.0,27787.8,1
20.0,22.0,42240.9,1
20.0,22.0,42797.9,1
20.0,22.0,58805.7,2
20.0,22.0,11367.5,0
20.0,22.0,70227.4,2
20.0,22.0,79844.3,3
20.0,22.0,94114.7,3
20.0,22.0,78101.3,3
20.0,22.0,10561.7,0
20.0,22.0,69932.8,2
20.0,22.0,2307.1,0
20.0,22.0,80057.3,3
20.0,22.0,83680.9,3
20.0,22.0,99811.4,3
20.0,22.0,3877.2,0
20.0,22.0,63981.9,2
20.0,22.0,76049.9,3
20.0,22.0,8171.4,0
20.0,22.0,14277.0,0
20.0,22.0,41697.9,1
20.0,22.0,80016.6,3
20.0,22.0,19898.0,0
20.0,22.0,8862.9,0
20.0,22.0,40793.6,1
20.0,22.0,63661.4,2
20.0,22.0,50792.9,2
20.0,22.0,16725.4,0
20.0,22.0,68831.6,2
20.0,22.0,15313.0,0
20.0,22.0,34309.6,1
20.0,22.0,34592.5,1
20.0,22.0,1096.2,0
20.0,22.0,43740.9,1
20.0,22.0,77521.2,3
20.0,22.0,32511.7,1
20.0,22.0,28785.1,1
20.0,22.0,58194.4,2
20.0,22.0,95843.4,3
20.0,22.0,19439.3,0
20.0,22.0,82864.8,3
20.0,22.0,59176.1,2
20.0,22.0,30976.1,1
20.0,22.0,90737.2,3
20.0,22.0,62894.4,2
20.0,22.0,62551.1,2
20.0,22.0,63998.9,2
20.0,22.0,61197.4,2
20.0,22.0,62334.2,2
20.0,22.0,3899.9,0
20.0,22.0,19633.8,0
20.0,22.0,46671.1,1
20.0,22.0,38094.6,1
20.0,22.0,31051.1,1
20.0,22.0,55566.2,2
20.0,22.0,90582.0,3
20.0,22.0,29206.8,1
20.0,22.0,15354.8,0
20.0,22.0,67246.3,2
20.0,22.0,64005.4,2
20.0,22.0,18776.8,0
20.0,22.0,60993.0,2
20.0,22.0,28295.9,1
20.0,22.0,56419.1,2
20.0,22.0,63204.0,2
20.0,22.0,97871.5,3
20.0,22.0,36763.8,1
20.0,22.0,50192.1,2
20.0,22.0,99195.6,3
20.0,22.0,98699.2,3
20.0,22.0,23333.2,0
20.0,22.0,59776.9,2
20.0,22.0,72241.8,2
20.0,22.0,77393.5,3
20.0,22.0,93095.2,3
20.0,22.0,25967.3,1
20.0,22.0,54642.7,2
20.0,22.0,46847.5,1
20.0,22.0,57095.8,2
20.0,22.0,89402.9,3
20.0,22.0,74135.5,2
20.0,22.0,38959.0,1
20.0,22.0,6924.7,0
20.0,22.0,37052.1,1
20.0,22.0,45772.2,1
20.0,22.0,99083.4,3
20.0,22.0,76773.6,3
20.0,22.0,38700.5,1
20.0,22.0,55553.3,2
20.0,22.0,55824.3,2
20.0,22.0,56207.1,2
20.0,22.0,25224.5,1
20.0,22.0,88948.0,3
20.0,22.0,38098.9,1
20.0,22.0,88568.2,3
20.0,22.0,21474.4,0
20.0,22.0,58102.1,2
20.0,22.0,38018.5,1
20.0,22.0,83327.8,3
20.0,22.0,79265.7,3
20.0,22.0,87295.5,3
20.0,22.0,64043.3,2
20.0,22.0,14968.0,0
20.0,22.0,44291.4,1
20.0,22.0,86551.9,3
20.0,22.0,46123.1,1
20.0,22.0,57276.1,2
20.0,22.0,68403.8,2
20.0,22.0,4866.4,0
20.0,22.0,73846.4,2
20.0,22.0,37864.8,1
20.0,22.0,77648.5,3
20.0,22.0,91161.1,3
20.0,22.0,39620.8,1
20.0,22.0,15638.8,0
20.0,22.0,27708.4,1
20.0,22.0,37353.1,1
20.0,22.0,68270.2,2
20.0,22.0,17744.4,0
20.0,22.0,59144.0,2
20.0,22.0,4542.4,0
20.0,22.0,82284.1,3
20.0,22.0,62942.7,2
20.0,22.0,35534.1,1
20.0,22.0,35830.3,1
20.0,22.0,51591.0,2
20.0,22.0,53743.4,2
20.0,22.0,28125.8,1
20.0,22.0,66226.9,2
20.0,22.0,53215.7,2
20.0,22.0,19962.6,0
20.0,22.0,44328.2,1
20.0,22.0,30464.7,1
20.0,22.0,60851.5,2
20.0,22.0,20700.0,0
20.0,22.0,14455.4,0
20.0,22.0,8036.7,0
20.0,22.0,71328.1,2
20.0,22.0,5194.4,0
20.0,22.0,7947.0,0
20.0,22.0,4729.7,0
20.0,22.0,76206.2,3
20.0,22.0,92163.6,3
20.0,22.0,6984.2,0
20.0,22.0,89418.8,3
20.0,22.0,91075.4,3
20.0,22.0,48193.0,1
20.0,22.0,21509.5,0
20.0,22.0,91719.9,3
20.0,22.0,36863.3,1
20.0,22.0,30203.7,1
20.0,22.0,7907.0,0
20.0,22.0,32445.9,1
20.0,22.0,69531.0,2
20.0,22.0,29598.8,1
20.0,22.0,33405.4,1
20.0,22.0,45550.7,1
20.0,22.0,99522.1,3
20.0,22.0,42739.0,1
20.0,22.0,47647.3,1
20.0,22.0,73480.3,2
20.0,22.0,45354.5,1
20.0,22.0,18588.1,0
20.0,22.0,41296.5,1
20.0,22.0,76316.3,3
20.0,22.0,68435.8,2
20.0,22.0,85109.5,3
20.0,22.0,50425.7,2
20.0,22.0,10827.1,0
20.0,22.0,74929.2,2
20.0,22.0,69366.3,2
20.0,22.0,75493.6,3
20.0,22.0,86756.7,3
20.0,22.0,39462.3,1
20.0,22.0,16136.7,0
20.0,22.0,67283.5,2
20.0,22.0,36448.3,1
20.0,22.0,17666.9,0
20.0,22.0,37700.1,1
20.0,22.0,53354.0,2
20.0,22.0,86379.5,3
20.0,22.0,32748.9,1
20.0,22.0,93244.2,3
20.0,22.0,44781.1,1
20.0,22.0,52333.5,2
20.0,22.0,26525.3,1
20.0,22.0,59594.9,2
20.0,22.0,64786.3,2
20.0,22.0,3142.9,0
20.0,22.0,71624.9,2
20.0,22.0,54780.6,2
20.0,22.0,94799.6,3
20.0,22.0,36376.8,1
20.0,22.0,3339.3,0
20.0,22.0,29516.1,1
20.0,22.0,8387.1,0
20.0,22.0,45114.1,1
20.0,22.0,58559.2,2
20.0,22.0,20283.2,0
20.0,22.0,70650.4,2
20.0,22.0,62863.2,2
20.0,22.0,33803.3,1
20.0,22.0,9319.1,0
20.0,22.0,73462.2,2
20.0,22.0,62965.2,2
20.0,22.0,90506.6,3
20.0,22.0,34114.9,1
20.0,22.0,77840.7,3
20.0,22.0,55013.9,2
20.0,22.0,73884.6,2
20.0,22.0,50167.3,2
20.0,22.0,50034.5,2
20.0,22.0,2143.6,0
20.0,22.0,65247.6,2
20.0,22.0,5395.4,0
20.0,22.0,60006.9,2
20.0,22.0,32685.0,1
20.0,22.0,51491.5,2
20.0,22.0,47112.1,1
20.0,22.0,19797.4,0
20.0,22.0,59682.7,2
20.0,22.0,93913.5,3
20.0,22.0,25840.2,1
20.0,22.0,15457.0,0
20.0,22.0,70647.1,2
20.0,22.0,33322.2,1
20.0,22.0,14952.2,0
20.0,22.0,8594.1,0
20.0,22.0,79306.7,3
20.0,22.0,67097.7,2
20.0,22.0,49997.5,1
20.0,22.0,50159.7,2
20.0,22.0,40501.7,1
20.0,22.0,1643.0,0
20.0,22.0,50460.6,2
20.0,22.0,36966.3,1
20.0,22.0,10802.3,0
20.0,22.0,35421.9,1
20.0,22.0,13803.6,0
20.0,22.0,40316.6,1
20.0,22.0,43423.7,1
20.0,22.0,87225.2,3
20.0,22.0,74067.9,2
20.0,22.0,57693.6,2
20.0,22.0,15761.6,0
20.0,22.0,50784.1,2
20.0,22.0,94138.9,3
20.0,22.0,18774.1,0
20.0,22.0,79145.9,3
20.0,22.0,2662.3,0
20.0,22.0,24830.4,0
20.0,22.0,36726.5,1
20.0,22.0,40697.3,1
20.0,22.0,90992.3,3
20.0,22.0,34994.5,1
20.0,22.0,84433.2,3
20.0,22.0,83621.1,3
20.0,22.0,61978.0,2
20.0,22.0,15762.3,0
20.0,22.0,66655.3,2
20.0,22.0,39228.6,1
20.0,22.0,86913.3,3
20.0,22.0,24556.5,0
20.0,22.0,68748.8,2
20.0,22.0,44405.6,1
20.0,22.0,88805.9,3
20.0,22.0,86071.5,3
20.0,22.0,97095.4,3
20.0,22.0,21714.0,0
20.0,22.0,18961.1,0
20.0,22.0,33414.6,1
20.0,22.0,27221.5,1
20.0,22.0,52257.0,2
20.0,22.0,75493.1,3
20.0,22.0,16624.6,0
20.0,22.0,29289.5,1
20.0,22.0,39080.0,1
20.0,22.0,89848.2,3
20.0,22.0,8429.0,0
20.0,22.0,28030.2,1
20.0,22.0,30880.4,1
20.0,22.0,73537.1,2
20.0,22.0,84541.1,3
20.0,22.0,60566.9,2
20.0,22.0,52348.9,2
20.0,22.0,83957.7,3
20.0,22.0,10460.3,0
20.0,22.0,68239.4,2
20.0,22.0,38210.3,1
20.0,22.0,45632.1,1
20.0,22.0,3543.3,0
20.0,22.0,85609.7,3
20.0,22.0,81459.7,3
20.0,22.0,71208.4,2
20.0,22.0,61647.1,2
20.0,22.0,59146.7,2
20.0,22.0,85915.0,3
20.0,22.0,5305.8,0
20.0,22.0,84670.4,3
20.0,22.0,72515.4,2
20.0,22.0,94232.9,3
20.0,22.0,62411.6,2
20.0,22.0,51987.9,2
20.0,22.0,29431.0,1
20.0,22.0,25334.9,1
20.0,22.0,84972.6,3
20.0,22.0,99464.4,3
20.0,22.0,86609.6,3
20.0,22.0,94432.7,3
20.0,22.0,38805.0,1
20.0,22.0,47225.4,1
20.0,22.0,11332.8,0
20.0,22.0,33723.3,1
20.0,22.0,59338.7,2
20.0,22.0,56485.3,2
20.0,22.0,9130.3,0
20.0,22.0,88399.0,3
20.0,22.0,12560.8,0
20.0,22.0,45956.4,1
20.0,22.0,10572.2,0
20.0,22.0,44947.9,1
20.0,22.0,29740.6,1
20.0,22.0,83063.8,3
20.0,22.0,37570.1,1
20.0,22.0,35793.5,1
20.0,22.0,54203.4,2
20.0,22.0,60144.2,2
20.0,22.0,49000.4,1
20.0,22.0,97006.0,3
20.0,22.0,53803.7,2
20.0,22.0,47412.3,1
20.0,22.0,58841.3,2
20.0,22.0,15786.8,0
20.0,22.0,51536.1,2
20.0,22.0,22687.7,0
20.0,22.0,86132.0,3
20.0,22.0,14411.9,0
20.0,22.0,89104.2,3
20.0,22.0,21256.4,0
20.0,22.0,63887.4,2
20.0,22.0,75193.0,3
20.0,22.0,32922.9,1
20.0,22.0,4713.9,0
20.0,22.0,84639.6,3
20.0,22.0,10980.1,0
20.0,22.0,82203.0,3
20.0,22.0,30978.7,1
20.0,22.0,67151.7,2
20.0,22.0,71379.1,2
20.0,22.0,57613.5,2
20.0,22.0,87094.8,3
20.0,22.0,70601.0,2
20.0,22.0,50307.5,2
20.0,22.0,92885.8,3
20.0,22.0,66164.4,2
20.0,22.0,37863.5,1
20.0,22.0,78624.3,3
20.0,22.0,24891.5,0
20.0,22.0,96130.7,3
20.0,22.0,83470.1,3
20.0,22.0,38998.3,1
20.0,22.0,51880.2,2
20.0,22.0,39951.6,1
20.0,22.0,20891.2,0
20.0,22.0,59169.8,2
20.0,22.0,56196.3,2
20.0,22.0,82683.7,3
20.0,22.0,51899.6,2
20.0,22.0,70691.0,2
20.0,22.0,94464.8,3
20.0,22.0,85233.4,3
20.0,22.0,50526.7,2
20.0,22.0,99629.7,3
20.0,22.0,11314.6,0
20.0,22.0,74825.8,2
20.0,22.0,50324.1,2
20.0,22.0,65702.8,2
20.0,22.0,12642.2,0
20.0,22.0,36521.3,1
20.0,22.0,2039.5,0
20.0,22.0,93160.8,3
20.0,22.0,28012.8,1
20.0,22.0,5855.2,0
20.0,22.0,56627.4,2
20.0,22.0,40445.8,1
20.0,22.0,48823.1,1
20.0,22.0,44421.9,1
20.0,22.0,11405.9,0
20.0,22.0,22078.3,0
20.0,22.0,3379.2,0
20.0,22.0,59141.4,2
20.0,22.0,71919.4,2
20.0,22.0,61406.6,2
20.0,22.0,46086.1,1
20.0,22.0,17864.3,0
20.0,22.0,31104.9,1
20.0,22.0,5614.2,0
20.0,22.0,5294.7,0
20.0,22.0,64492.2,2
20.0,22.0,6473.0,0
20.0,22.0,69952.7,2
20.0,22.0,83423.3,3
20.0,22.0,43117.0,1
20.0,22.0,39993.1,1
20.0,22.0,74924.1,2
20.0,22.0,71102.2,2
20.0,22.0,73646.3,2
20.0,22.0,81306.4,3
20.0,22.0,72048.1,2
20.0,22.0,49272.6,1
20.0,22.0,27329.4,1
20.0,22.0,87846.0,3
20.0,22.0,2529.5,0
20.0,22.0,31568.1,1
20.0,22.0,76576.7,3
20.0,22.0,2244.1,0
20.0,22.0,9865.2,0
20.0,22.0,42097.7,1
20.0,22.0,11281.5,0
20.0,22.0,41396.3,1
20.0,22.0,74427.9,2
20.0,22.0,82854.6,3
20.0,22.0,35469.7,1
20.0,22.0,77998.4,3
20.0,22.0,20825.7,0
20.0,22.0,52769.9,2
20.0,22.0,11970.4,0
20.0,22.0,19150.4,0
20.0,22.0,60108.8,2
20.0,22.0,29256.0,1
20.0,22.0,13784.3,0
20.0,22.0,27233.7,1
20.0,22.0,42342.1,1
20.0,22.0,69592.6,2
20.0,22.0,26390.4,1
20.0,22.0,97262.3,3
20.0,22.0,45435.4,1
20.0,22.0,26898.5,1
20.0,22.0,62062.3,2
20.0,22.0,7014.8,0
20.0,22.0,93702.6,3
20.0,22.0,32944.4,1
20.0,22.0,52862.2,2
20.0,22.0,94631.8,3
20.0,22.0,82395.1,3
20.0,22.0,5384.3,0
20.0,22.0,26945.0,1
20.0,22.0,75171.7,3
20.0,22.0,27897.0,1
20.0,22.0,50140.6,2
20.0,22.0,62394.0,2
20.0,22.0,8155.8,0
20.0,22.0,86953.7,3
20.0,22.0,15306.5,0
20.0,22.0,70890.7,2
20.0,22.0,78520.8,3
20.0,22.0,52519.7,2
20.0,22.0,10305.8,0
20.0,22.0,55266.2,2
20.0,22.0,88106.4,3
20.0,22.0,34450.6,1
20.0,22.0,69239.1,2
20.0,22.0,20573.5,0
20.0,22.0,11053.2,0
20.0,22.0,92867.7,3
20.0,22.0,74801.9,2
20.0,22.0,88882.3,3
20.0,22.0,21645.9,0
20.0,22.0,66191.2,2
20.0,22.0,53920.0,2
20.0,22.0,39319.6,1
20.0,22.0,28048.4,1
20.0,22.0,81990.0,3
20.0,22.0,69052.9,2
20.0,22.0,67530.3,2
20.0,22.0,81525.8,3
20.0,22.0,26689.6,1
20.0,22.0,60554.2,2
20.0,22.0,92079.1,3
20.0,22.0,34170.4,1
20.0,22.0,17706.4,0
20.0,22.0,89702.3,3
20.0,22.0,42601.8,1
20.0,22.0,98763.4,3
20.0,22.0,62070.3,2
20.0,22.0,38084.8,1
20.0,22.0,12314.4,0
20.0,22.0,54093.7,2
20.0,22.0,10693.1,0
20.0,22.0,8324.6,0
20.0,22.0,93775.2,3
20.0,22.0,19695.9,0
20.0,22.0,40488.2,1
20.0,22.0,10840.7,0
20.0,22.0,62801.9,2
20.0,22.0,17227.9,0
20.0,22.0,27516.7,1
20.0,22.0,72622.6,2
20.0,22.0,84311.6,3
20.0,22.0,31338.6,1
20.0,22.0,18069.3,0
20.0,22.0,94527.0,3
20.0,22.0,91952.0,3
20.0,22.0,36671.6,1
20.0,22.0,39196.3,1
20.0,22.0,63158.6,2
20.0,22.0,63031.2,2
20.0,22.0,12165.0,0
20.0,22.0,86909.9,3
20.0,22.0,89257.9,3
20.0,22.0,46491.6,1
20.0,22.0,43805.8,1
20.0,22.0,40461.3,1
20.0,22.0,75298.9,3
20.0,22.0,43231.8,1
20.0,22.0,60145.3,2
20.0,22.0,52965.2,2
20.0,22.0,49521.4,1
20.0,22.0,18756.7,0
20.0,22.0,14487.1,0
20.0,22.0,41913.4,1
20.0,22.0,33378.9,1
20.0,22.0,94085.0,3
20.0,22.0,14727.5,0
20.0,22.0,79832.3,3
20.0,22.0,57289.8,2
20.0,22.0,69487.1,2
20.0,22.0,10701.7,0
20.0,22.0,28751.4,1
20.0,22.0,67052.4,2
20.0,22.0,82429.4,3
20.0,22.0,96524.1,3
20.0,22.0,55634.6,2
20.0,22.0,90026.9,3
20.0,22.0,59049.8,2
20.0,22.0,81253.6,3
20.0,22.0,32721.3,1
20.0,22.0,20386.5,0
20.0,22.0,91200.3,3
20.0,22.0,48024.5,1
20.0,22.0,50961.1,2
20.0,22.0,60576.0,2
20.0,22.0,5725.5,0
20.0,22.0,65585.8,2
20.0,22.0,48929.7,1
20.0,22.0,81824.3,3
20.0,22.0,85599.3,3
20.0,22.0,95837.7,3
20.0,22.0,52803.8,2
20.0,22.0,7350.4,0
20.0,22.0,92218.3,3
20.0,22.0,26419.9,1
20.0,22.0,35025.0,1
20.0,22.0,86756.7,3
20.0,22.0,38752.0,1
20.0,22.0,6769.5,0
20.0,22.0,78246.0,3
20.0,22.0,76685.5,3
20.0,22.0,85211.2,3
20.0,22.0,78986.9,3
20.0,22.0,27904.7,1
20.0,22.0,80625.5,3
20.0,22.0,44106.7,1
20.0,22.0,37822.8,1
20.0,22.0,3519.6,0
20.0,22.0,86115.9,3
20.0,22.0,43719.9,1
20.0,22.0,48366.2,1
20.0,22.0,86772.4,3
20.0,22.0,7363.4,0
20.0,22.0,3942.5,0
20.0,22.0,76321.1,3
20.0,22.0,52607.7,2
20.0,22.0,68153.5,2
20.0,22.0,21789.3,0
20.0,22.0,27184.6,1
20.0,22.0,93402.9,3
20.0,22.0,88218.6,3
20.0,22.0,60326.7,2
20.0,22.0,9765.7,0
20.0,22.0,9769.5,0
20.0,22.0,19423.0,0
20.0,22.0,20234.3,0
20.0,22.0,36713.4,1
20.0,22.0,52062.7,2
20.0,22.0,53882.0,2
20.0,22.0,27749.4,1
20.0,22.0,34650.1,1
20.0,22.0,14144.2,0
20.0,22.0,33662.8,1
20.0,22.0,20090.3,0
20.0,22.0,59200.3,2
20.0,22.0,81714.1,3
20.0,22.0,16146.4,0
20.0,22.0,80074.5,3
20.0,22.0,59762.2,2
20.0,22.0,47834.0,1
20.0,22.0,88532.9,3
20.0,22.0,96557.5,3
20.0,22.0,7627.7,0
20.0,22.0,94530.1,3
20.0,22.0,81634.2,3
20.0,22.0,87095.4,3
20.0,22.0,80695.8,3
20.0,22.0,16899.1,0
20.0,22.0,62030.3,2
20.0,22.0,90929.0,3
20.0,22.0,37678.3,1
20.0,22.0,31290.4,1
20.0,22.0,27618.7,1
20.0,22.0,42848.2,1
20.0,22.0,80872.1,3
20.0,22.0,43118.6,1
20.0,22.0,28660.0,1
20.0,22.0,43223.9,1
20.0,22.0,30940.2,1
20.0,22.0,94382.4,3
20.0,22.0,3170.2,0
20.0,22.0,21965.2,0
20.0,22.0,74734.5,2
20.0,22.0,22237.7,0
20.0,22.0,3319.5,0
20.0,22.0,70994.2,2
20.0,22.0,90535.0,3
20.0,22.0,93287.2,3
20.0,22.0,66405.2,2
20.0,22.0,22593.1,0
20.0,22.0,31337.9,1
20.0,22.0,96830.4,3
20.0,22.0,52979.5,2
20.0,22.0,22622.7,0
20.0,22.0,60674.2,2
20.0,22.0,61488.9,2
20.0,22.0,79789.3,3
20.0,22.0,38978.6,1
20.0,22.0,20951.7,0
20.0,22.0,15644.4,0
20.0,22.0,23307.4,0
20.0,22.0,54922.6,2
20.0,22.0,14950.1,0
20.0,22.0,59451.8,2
20.0,22.0,53150.9,2
20.0,22.0,4457.2,0
20.0,22.0,55500.6,2
20.0,22.0,39249.5,1
20.0,22.0,67496.3,2
20.0,22.0,87656.6,3
20.0,22.0,26354.2,1
20.0,22.0,79548.7,3
20.0,22.0,71993.9,2
20.0,22.0,8011.8,0
20.0,22.0,41951.9,1
20.0,22.0,83038.2,3
20.0,22.0,10285.8,0
20.0,22.0,32331.4,1
20.0,22.0,5954.6,0
20.0,22.0,65486.7,2
20.0,22.0,77921.5,3
20.0,22.0,52748.3,2
20.0,22.0,70104.3,2
20.0,22.0,12763.1,0
20.0,22.0,89807.9,3
20.0,22.0,48170.4,1
20.0,22.0,48734.6,1
20.0,22.0,38490.3,1
20.0,22.0,51082.1,2
20.0,22.0,73485.8,2
20.0,22.0,71028.3,2
20.0,22.0,89834.1,3
20.0,22.0,65271.7,2
20.0,22.0,4922.2,0
20.0,22.0,16750.7,0
20.0,22.0,40607.8,1
20.0,22.0,98485.4,3
20.0,22.0,78847.4,3
20.0,22.0,17766.0,0
20.0,22.0,95470.2,3
20.0,22.0,25608.3,1
20.0,22.0,62204.4,2
20.0,22.0,26358.9,1
20.0,22.0,35262.7,1
20.0,22.0,10730.7,0
20.0,22.0,85524.1,3
20.0,22.0,37009.7,1
20.0,22.0,2909.4,0
20.0,22.0,46376.7,1
20.0,22.0,5224.8,0
20.0,22.0,61322.8,2
20.0,22.0,10198.2,0
20.0,22.0,53831.2,2
20.0,22.0,27492.8,1
20.0,22.0,84588.5,3
20.0,22.0,38212.6,1
20.0,22.0,8815.4,0
20.0,22.0,91221.4,3
20.0,22.0,96167.4,3
20.0,22.0,18881.6,0
20.0,22.0,12075.2,0
20.0,22.0,83787.2,3
20.0,22.0,39414.8,1
20.0,22.0,38794.8,1
20.0,22.0,47218.9,1
20.0,22.0,44326.6,1
20.0,22.0,15318.1,0
20.0,22.0,86892.6,3
20.0,22.0,80699.2,3
20.0,22.0,29432.4,1
20.0,22.0,13005.8,0
20.0,22.0,32417.5,1
20.0,22.0,9954.0,0
20.0,22.0,92416.4,3
20.0,22.0,2489.9,0
20.0,22.0,73684.5,2
20.0,22.0,28355.0,1
20.0,22.0,97967.9,3
20.0,22.0,18216.2,0
20.0,22.0,91013.2,3
20.0,22.0,65061.8,2
20.0,22.0,23325.0,0
20.0,22.0,12756.0,0
20.0,22.0,39494.3,1
20.0,22.0,5626.1,0
20.0,22.0,17089.0,0
20.0,22.0,14101.3,0
20.0,22.0,61552.7,2
20.0,22.0,56488.8,2
20.0,22.0,50851.7,2
20.0,22.0,73688.5,2
20.0,22.0,60122.7,2
20.0,22.0,7512.2,0
20.0,22.0,3143.1,0
20.0,22.0,2503.2,0
20.0,22.0,79821.3,3
